구별,동별,사업장명,소재지도로명주소,위도,경도,지역명
중원구,성남동,새로운약국,"경기도 성남시 중원구 성남대로 1141, 예치과빌딩 1층 (성남동)",37.4317306,127.1286894,중원구 성남동
중원구,여수동,샤인약국,"경기도 성남시 중원구 양현로 411, 시티오피스타워 101호 (여수동)",37.417001,127.1277711,중원구 여수동
중원구,은행동,태평양약국,"경기도 성남시 중원구 산성대로 530, 1층 (은행동)",37.4580214,127.164674,중원구 은행동
중원구,은행동,신신약국,경기도 성남시 중원구 산성대로 496 (은행동),37.4602224,127.1742816,중원구 은행동
중원구,은행동,삼보약국,경기도 성남시 중원구 산성대로 522 (은행동),37.4602224,127.1742816,중원구 은행동
중원구,은행동,조약국,경기도 성남시 중원구 은이로 24 (은행동),37.4567048,127.1664721,중원구 은행동
중원구,은행동,하나로약국,"경기도 성남시 중원구 산성대로 526, 다동 1층 2,3호 (은행동, 은행시장 )",37.4725828,127.179831,중원구 은행동
중원구,은행동,월드옵티마약국,"경기도 성남시 중원구 순환로465번길 27, 1층 (은행동)",37.46134300000001,127.1686318,중원구 은행동
중원구,중앙동,종로약국,경기도 성남시 중원구 시민로 116 (중앙동),37.4387192,127.1454086,중원구 중앙동
중원구,중앙동,밝은약국,경기도 성남시 중원구 산성대로 348-1 (중앙동),37.4425764,127.1528881,중원구 중앙동
중원구,중앙동,퍼스트케어약국,"경기도 성남시 중원구 산성대로 338-2, 1층 101호 (중앙동)",37.4435175,127.1554706,중원구 중앙동
중원구,중앙동,하늘빛약국,"경기도 성남시 중원구 광명로 176, 상가동 1층 106호 (중앙동, 신흥역하늘채랜더스원아파트)",37.4379993,127.1470338,중원구 중앙동
중원구,중앙동,이화약국,"경기도 성남시 중원구 산성대로 354, 1층 (중앙동, 태성빌딩)",37.4438585,127.1556779,중원구 중앙동
중원구,하대원,벧엘온누리약국,"경기도 성남시 중원구 둔촌대로 277, 1층 (하대원동)",37.4296165,127.1488811,중원구 하대원
중원구,하대원,한빛약국,"경기도 성남시 중원구 둔촌대로 274, 1층 124호 (하대원동, 태연스카이빌)",37.4304601,127.1440346,중원구 하대원
중원구,하대원,벧엘온누리약국,"경기도 성남시 중원구 둔촌대로 277, 1층 (하대원동)",37.4296165,127.1488811,중원구 하대원
중원구,하대원,필리아약국,경기도 성남시 중원구 둔촌대로 283(하대원동),37.429717,127.1514546,중원구 하대원
