위도,경도,동물소유자수,반려동물수,병원수,약국수,병원당_반려동물수,약국당_반려동물수,구별_분당구,구별_수정구,구별_중원구
37.429303355176884,127.08112452282879,0.01168479551607847,0.01297743695620115,0.014705882352941176,0.022727272727272728,0.016559109057858852,0.014831517491246518,0.0,1.0,0.0
37.34756718880425,127.10751399846605,0.23763834132902675,0.23676448901341984,0.20588235294117646,0.2727272727272727,0.24520626453615285,0.2407989561688193,1.0,0.0,0.0
37.36274785749477,127.09630474116148,0.07533368166057094,0.07487833652853561,0.058823529411764705,0.125,0.08448614451614953,0.07770995544087532,1.0,0.0,0.0
37.44684007525342,127.16730235715133,0.19355911271552748,0.1966524111487981,0.14705882352941177,0.36363636363636365,0.20686521346631365,0.19816863319027134,0.0,0.0,1.0
37.45455065739617,127.15707722929152,0.03552937823588087,0.03660964459519245,0.014705882352941176,0.011363636363636364,0.04912961684090206,0.049233075948533364,0.0,1.0,0.0
37.419187251004,127.16093053665182,0.04056429012492281,0.039374723492110304,0.014705882352941176,0.0,0.0538034116797244,0.07032773836721005,0.0,0.0,1.0
37.388249999338505,127.11027483888277,0.06032394433097421,0.060352455390060455,0.07352941176470588,0.05681818181818182,0.06619383653889405,0.06633323016130278,1.0,0.0,0.0
37.458788087361874,127.1304874328294,0.023084596019569657,0.023669075357616868,0.029411764705882353,0.022727272727272728,0.02831053852890826,0.028370155990657408,0.0,1.0,0.0
37.36846286452591,127.14405170583531,0.07025127060276445,0.0721869930688689,0.014705882352941176,0.022727272727272728,0.09771152334912962,0.08863539277046749,1.0,0.0,0.0
37.456820174668074,127.15266673304062,0.023987080226096046,0.02470137147913287,0.0,0.05681818181818182,0.04290397605950198,0.026284473843450864,0.0,1.0,0.0
37.401533375217,127.10914898818321,0.04930413717759939,0.046932605810352454,0.014705882352941176,0.17045454545454547,0.06464807626667937,0.04747899896727524,1.0,0.0,0.0
37.43835715110172,127.16697966212685,0.4307224623569088,0.4524775106916384,0.1323529411764706,0.0,0.4798344168472523,0.780886714097102,0.0,0.0,1.0
37.3802517136792,127.1435100833229,0.28067258822970603,0.27156761539595925,0.23529411764705882,0.5,0.2801763879414076,0.27279502788299453,1.0,0.0,0.0
37.43130511643588,127.13285718286338,0.09176839405310408,0.09504497861672319,0.044117647058823525,0.13636363636363635,0.11059184467252478,0.09831697355185494,0.0,0.0,1.0
37.3730053939667,127.12285741925139,0.3553412815275733,0.34110013272378703,0.2647058823529412,0.6477272727272727,0.35071718302256727,0.3417124598626239,1.0,0.0,0.0
37.43741885687426,127.13072151101267,0.1668645798698523,0.19694735289780269,0.08823529411764705,0.29545454545454547,0.21203692678938554,0.19871441686988175,0.0,1.0,0.0
37.412001445697875,127.08348206340183,0.003609936826105543,0.004792803421324288,0.014705882352941176,0.03409090909090909,0.0053493042491208845,0.004271989310287083,0.0,1.0,0.0
37.45063934962769,127.10399260242616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37.44454975999404,127.14495981424342,0.39623806583384796,0.4133239935112815,0.3088235294117647,0.6136363636363636,0.4217054213220241,0.41422578848627534,0.0,1.0,0.0
37.40832617446844,127.1346002115888,0.41775518928418753,0.42515853119008995,0.3088235294117647,0.6818181818181819,0.43417827935247505,0.42569450456187086,1.0,0.0,0.0
37.46434779427106,127.16623046207165,0.02446207191374151,0.023521604483114585,0.0,0.03409090909090909,0.04210066757157939,0.026876026967073773,0.0,1.0,0.0
37.38189214063312,127.05865270552684,0.05291407400370494,0.062158973602713455,0.07352941176470588,0.045454545454545456,0.06703365904899494,0.06858601081971828,1.0,0.0,0.0
37.45678439969141,127.17071487035061,0.1973590462166912,0.2091874354814924,0.058823529411764705,0.13636363636363635,0.23626763190690514,0.21785949241016675,0.0,0.0,1.0
37.39680444060326,127.12744778815306,0.1875742174511946,0.17851349358501697,0.14705882352941177,0.022727272727272728,0.18848206302782067,0.22429011114024036,1.0,0.0,0.0
37.36517812293928,127.11472044649244,1.0,0.9999999999999999,1.0,0.9545454545454546,1.0,1.0,1.0,0.0,0.0
37.43986219172212,127.15214396940321,0.03453189569182539,0.03930098805485916,0.029411764705882353,0.05681818181818182,0.046725777047497336,0.04212833997924792,0.0,0.0,1.0
37.446764859116485,127.13307970875857,0.6817555692775377,0.7233446394337119,0.1764705882352941,1.0,0.755270078590632,0.722259023540892,0.0,1.0,0.0
37.387076937073445,127.09260692518994,0.047546667933311165,0.049808287863147026,0.07352941176470588,0.06818181818181818,0.054113780868239945,0.05331819022934016,1.0,0.0,0.0
37.427920507501554,127.1460827433927,0.05505153659810953,0.05607580002949417,0.029411764705882353,0.0,0.06859767633229877,0.09806365183357073,0.0,0.0,1.0
